YearlyIncome,TotalChildren,NumberChildrenAtHome,EnglishEducation,NumberCarsOwned,CommuteDistance,Age,BikeBuyer
50000,0,0,Graduate Degree,0,0-1 Miles,46,1
20000,2,0,Partial College,1,2-5 Miles,92,0
130000,0,0,Bachelors,0,0-1 Miles,93,1
10000,3,0,Partial College,2,0-1 Miles,63,0
10000,4,0,High School,2,0-1 Miles,64,0
10000,2,2,High School,1,0-1 Miles,46,1
10000,2,2,High School,1,0-1 Miles,47,1
10000,3,3,High School,0,0-1 Miles,46,0
10000,3,3,High School,0,0-1 Miles,47,1
20000,1,1,Partial College,0,2-5 Miles,46,0
20000,1,1,Partial College,1,0-1 Miles,46,1
20000,1,1,Partial College,1,2-5 Miles,46,1
30000,1,0,Bachelors,0,1-2 Miles,47,1
30000,1,0,Bachelors,0,1-2 Miles,46,1
30000,1,0,Bachelors,0,0-1 Miles,47,1
40000,0,0,Graduate Degree,0,0-1 Miles,47,1
10000,3,3,High School,1,0-1 Miles,48,1
20000,1,1,Partial College,1,2-5 Miles,48,0
20000,1,1,Partial College,1,2-5 Miles,48,1
30000,1,1,Bachelors,0,2-5 Miles,47,1
30000,1,1,Bachelors,0,1-2 Miles,48,1
30000,1,1,Bachelors,0,1-2 Miles,47,1
30000,1,1,Bachelors,0,2-5 Miles,48,1
10000,4,4,Partial High School,1,0-1 Miles,49,1
10000,4,4,Partial High School,1,0-1 Miles,49,1
20000,1,1,High School,1,2-5 Miles,49,0
20000,1,1,High School,1,1-2 Miles,48,1
40000,0,0,Bachelors,0,0-1 Miles,47,1
40000,0,0,Bachelors,0,0-1 Miles,48,1
30000,1,0,Bachelors,1,0-1 Miles,88,0
20000,2,2,High School,0,0-1 Miles,48,1
30000,1,1,Bachelors,1,0-1 Miles,48,1
30000,1,1,Bachelors,1,0-1 Miles,49,1
30000,1,1,Bachelors,2,0-1 Miles,49,0
30000,1,1,Bachelors,2,0-1 Miles,49,0
10000,5,3,Partial High School,2,0-1 Miles,49,0
10000,4,3,Partial High School,2,0-1 Miles,50,0
20000,2,2,High School,1,0-1 Miles,49,1
30000,1,1,Bachelors,2,0-1 Miles,49,0
30000,1,1,Bachelors,2,0-1 Miles,49,0
30000,1,1,Bachelors,2,0-1 Miles,49,0
10000,5,2,Partial High School,1,0-1 Miles,51,1
10000,5,2,Partial High School,1,0-1 Miles,51,0
10000,3,2,Partial High School,2,0-1 Miles,50,0
10000,3,2,Partial High School,2,0-1 Miles,51,0
10000,3,2,Partial High School,2,0-1 Miles,52,0
40000,0,0,Bachelors,0,0-1 Miles,49,1
40000,0,0,Bachelors,0,0-1 Miles,49,1
40000,0,0,Bachelors,0,0-1 Miles,48,1
30000,2,2,Partial College,0,0-1 Miles,52,1
30000,1,0,Partial College,1,0-1 Miles,53,1
30000,2,2,Partial College,1,0-1 Miles,50,0
30000,2,2,Partial College,2,0-1 Miles,50,0
40000,1,0,Bachelors,0,0-1 Miles,50,1
30000,2,2,Partial College,2,0-1 Miles,50,0
30000,2,2,Partial College,2,0-1 Miles,51,0
30000,2,2,Partial College,2,0-1 Miles,51,0
40000,1,0,Bachelors,0,0-1 Miles,50,1
40000,1,0,Bachelors,0,0-1 Miles,51,1
40000,1,0,Bachelors,0,0-1 Miles,51,1
20000,0,0,High School,1,2-5 Miles,37,0
20000,4,4,High School,2,0-1 Miles,36,0
20000,4,4,High School,3,0-1 Miles,36,1
20000,5,5,High School,2,0-1 Miles,36,0
30000,3,3,Partial College,1,0-1 Miles,35,0
30000,3,3,Partial College,2,0-1 Miles,36,0
40000,1,0,Bachelors,0,0-1 Miles,52,1
40000,1,0,Bachelors,0,0-1 Miles,51,1
30000,1,0,Partial College,1,2-5 Miles,53,0
30000,4,4,Partial College,3,0-1 Miles,37,1
30000,5,5,Partial College,1,0-1 Miles,38,1
30000,5,5,Partial College,3,0-1 Miles,37,0
30000,0,0,Partial College,1,0-1 Miles,38,1
30000,0,0,Partial College,1,2-5 Miles,38,0
30000,0,0,Partial College,1,2-5 Miles,38,0
20000,0,0,High School,1,1-2 Miles,39,0
20000,0,0,High School,1,1-2 Miles,39,0
10000,0,0,Partial High School,2,0-1 Miles,40,0
20000,0,0,High School,1,5-10 Miles,40,0
20000,0,0,High School,1,2-5 Miles,40,0
20000,0,0,High School,1,5-10 Miles,39,0
30000,0,0,Partial College,1,0-1 Miles,39,1
30000,0,0,Partial College,1,2-5 Miles,39,0
30000,0,0,Partial College,1,2-5 Miles,39,0
30000,0,0,Partial College,1,0-1 Miles,40,0
10000,0,0,Partial High School,2,0-1 Miles,41,0
20000,0,0,Partial High School,2,0-1 Miles,40,0
20000,0,0,Partial High School,2,1-2 Miles,40,0
20000,0,0,Partial High School,2,0-1 Miles,41,0
20000,0,0,Partial High School,2,1-2 Miles,41,0
20000,0,0,Partial High School,2,0-1 Miles,40,0
30000,0,0,Partial College,1,2-5 Miles,40,1
30000,0,0,Partial College,1,0-1 Miles,40,0
30000,0,0,Partial College,1,0-1 Miles,40,0
30000,0,0,Partial College,1,0-1 Miles,39,0
20000,1,0,Graduate Degree,0,0-1 Miles,52,0
20000,1,0,Graduate Degree,0,0-1 Miles,53,0
10000,1,0,Bachelors,0,0-1 Miles,54,0
20000,1,0,Graduate Degree,0,0-1 Miles,54,0
20000,1,0,Graduate Degree,0,0-1 Miles,53,0
10000,1,0,Graduate Degree,0,0-1 Miles,79,0
30000,1,0,Graduate Degree,0,0-1 Miles,80,0
30000,5,0,Graduate Degree,0,0-1 Miles,53,1
10000,1,0,Partial College,0,0-1 Miles,58,0
10000,1,0,Partial College,0,0-1 Miles,58,0
10000,2,0,Partial College,0,1-2 Miles,58,0
10000,2,0,Partial College,1,0-1 Miles,61,1
10000,2,0,Bachelors,1,0-1 Miles,78,0
20000,1,0,Bachelors,0,0-1 Miles,78,0
30000,1,0,Graduate Degree,0,0-1 Miles,77,0
10000,2,0,Bachelors,1,0-1 Miles,75,0
20000,1,0,Bachelors,0,0-1 Miles,75,1
10000,2,0,Partial College,1,0-1 Miles,74,0
20000,1,0,Bachelors,0,0-1 Miles,73,1
20000,1,0,Partial College,0,0-1 Miles,73,0
20000,1,0,Partial College,0,0-1 Miles,73,1
30000,1,0,Bachelors,0,0-1 Miles,74,1
10000,3,0,Partial College,1,0-1 Miles,73,0
40000,1,0,Graduate Degree,0,0-1 Miles,73,1
10000,0,0,Partial College,1,0-1 Miles,34,1
10000,0,0,Partial College,1,0-1 Miles,35,1
20000,0,0,Bachelors,0,0-1 Miles,35,1
10000,0,0,High School,1,2-5 Miles,38,0
10000,0,0,High School,1,1-2 Miles,37,1
10000,0,0,High School,2,0-1 Miles,38,1
10000,1,1,High School,0,2-5 Miles,39,1
10000,1,1,High School,0,2-5 Miles,38,1
10000,1,1,High School,0,2-5 Miles,38,1
20000,0,0,Bachelors,0,0-1 Miles,36,1
20000,0,0,Bachelors,0,0-1 Miles,36,1
20000,0,0,Bachelors,0,0-1 Miles,35,1
20000,0,0,Bachelors,0,0-1 Miles,36,1
20000,0,0,Bachelors,0,0-1 Miles,36,1
20000,0,0,Bachelors,0,0-1 Miles,36,1
20000,0,0,Bachelors,0,0-1 Miles,37,1
20000,0,0,Bachelors,0,0-1 Miles,37,1
20000,0,0,Bachelors,0,0-1 Miles,37,1
20000,0,0,Bachelors,0,0-1 Miles,37,1
20000,0,0,Partial College,0,0-1 Miles,37,1
20000,1,1,Partial College,0,1-2 Miles,53,0
30000,4,0,Graduate Degree,0,0-1 Miles,53,1
10000,1,1,High School,1,2-5 Miles,55,0
20000,1,1,Partial College,0,0-1 Miles,55,1
20000,1,1,Partial College,0,1-2 Miles,55,0
20000,1,1,Partial College,0,0-1 Miles,55,1
20000,1,1,Partial College,0,1-2 Miles,54,0
20000,1,1,Partial College,0,1-2 Miles,54,0
20000,1,1,Partial College,0,0-1 Miles,54,1
20000,2,0,Partial College,1,2-5 Miles,56,1
20000,2,0,Partial College,1,2-5 Miles,57,1
20000,2,0,Partial College,1,0-1 Miles,57,1
30000,1,0,Graduate Degree,0,0-1 Miles,57,1
30000,3,0,Graduate Degree,0,0-1 Miles,55,1
30000,3,0,Graduate Degree,0,0-1 Miles,55,1
30000,3,0,Graduate Degree,0,0-1 Miles,55,1
40000,3,0,Graduate Degree,0,0-1 Miles,55,1
30000,3,0,Bachelors,0,0-1 Miles,56,1
30000,0,0,Bachelors,0,0-1 Miles,56,1
30000,1,0,Bachelors,0,0-1 Miles,57,1
10000,1,1,High School,1,5-10 Miles,45,0
10000,1,1,High School,1,2-5 Miles,45,1
10000,1,1,High School,2,0-1 Miles,45,0
20000,0,0,Partial College,1,2-5 Miles,45,0
20000,0,0,Partial College,1,1-2 Miles,45,1
20000,0,0,Partial College,1,2-5 Miles,44,0
10000,2,2,High School,0,0-1 Miles,46,1
30000,0,0,Bachelors,0,0-1 Miles,44,1
30000,0,0,Bachelors,0,0-1 Miles,45,1
20000,0,0,Partial College,1,2-5 Miles,45,0
30000,0,0,Bachelors,0,0-1 Miles,45,1
30000,0,0,Bachelors,0,1-2 Miles,45,1
30000,1,0,Bachelors,0,1-2 Miles,46,1
30000,1,0,Bachelors,0,0-1 Miles,46,1
40000,0,0,Graduate Degree,0,0-1 Miles,45,1
40000,0,0,Graduate Degree,0,0-1 Miles,46,1
50000,0,0,Graduate Degree,0,0-1 Miles,46,1
50000,0,0,Graduate Degree,0,0-1 Miles,46,1
20000,2,0,Partial College,1,2-5 Miles,62,1
20000,2,0,Partial College,1,1-2 Miles,63,1
10000,4,0,High School,2,0-1 Miles,64,0
20000,2,0,Partial College,1,1-2 Miles,64,1
10000,2,1,High School,2,0-1 Miles,61,0
10000,2,1,High School,2,0-1 Miles,61,0
20000,1,1,Partial College,0,0-1 Miles,47,1
20000,1,1,Partial College,1,2-5 Miles,47,1
20000,1,1,Partial College,1,2-5 Miles,47,0
30000,1,0,Bachelors,0,0-1 Miles,47,1
30000,1,0,Bachelors,0,2-5 Miles,47,1
30000,1,1,Bachelors,0,1-2 Miles,47,1
30000,1,1,Bachelors,0,2-5 Miles,47,1
40000,0,0,Graduate Degree,0,0-1 Miles,46,1
40000,0,0,Graduate Degree,0,0-1 Miles,47,1
40000,0,0,Graduate Degree,0,0-1 Miles,46,1
80000,5,0,Bachelors,0,0-1 Miles,90,1
10000,3,3,High School,1,0-1 Miles,48,0
20000,1,1,Partial College,1,2-5 Miles,48,1
30000,1,1,Bachelors,0,1-2 Miles,48,1
30000,1,1,Bachelors,1,2-5 Miles,48,1
30000,1,1,Bachelors,1,0-1 Miles,48,1
10000,5,4,Partial High School,2,0-1 Miles,49,0
20000,1,1,High School,1,1-2 Miles,48,1
40000,0,0,Bachelors,0,0-1 Miles,48,1
30000,1,1,Bachelors,2,0-1 Miles,49,0
10000,5,3,Partial High School,1,0-1 Miles,50,1
10000,4,3,Partial High School,2,0-1 Miles,50,0
10000,4,3,Partial High School,2,0-1 Miles,49,0
20000,2,2,High School,1,0-1 Miles,50,0
20000,2,2,High School,1,0-1 Miles,50,1
20000,2,2,High School,1,0-1 Miles,50,1
20000,2,2,High School,2,0-1 Miles,49,0
30000,1,1,Bachelors,2,0-1 Miles,50,0
30000,1,1,Bachelors,2,0-1 Miles,50,0
10000,3,2,Partial High School,2,0-1 Miles,50,0
10000,3,2,Partial High School,2,0-1 Miles,51,0
10000,3,2,Partial High School,2,0-1 Miles,51,0
20000,3,3,High School,0,0-1 Miles,51,0
30000,1,1,Bachelors,2,0-1 Miles,51,0
30000,2,2,Bachelors,0,0-1 Miles,51,0
30000,2,2,Partial College,0,0-1 Miles,51,0
20000,3,3,High School,2,0-1 Miles,51,0
10000,4,0,High School,2,0-1 Miles,82,0
20000,2,0,Partial College,1,2-5 Miles,81,0
20000,2,0,Partial College,1,2-5 Miles,82,0
40000,0,0,Bachelors,0,0-1 Miles,49,1
30000,2,2,Partial College,1,0-1 Miles,49,0
30000,2,2,Partial College,1,0-1 Miles,50,1
30000,2,2,Partial College,1,0-1 Miles,50,1
30000,2,2,Partial College,2,0-1 Miles,50,0
40000,1,0,Bachelors,0,0-1 Miles,51,1
40000,1,0,Bachelors,0,0-1 Miles,50,1
30000,2,2,Partial College,2,0-1 Miles,51,0
30000,2,2,Partial College,2,0-1 Miles,51,0
30000,3,3,Partial College,0,0-1 Miles,52,0
20000,0,0,High School,1,2-5 Miles,38,0
20000,4,4,High School,2,0-1 Miles,36,0
20000,4,4,High School,2,0-1 Miles,36,0
30000,3,3,Partial College,1,0-1 Miles,36,1
30000,3,3,Partial College,2,0-1 Miles,36,0
40000,1,0,Bachelors,0,0-1 Miles,52,1
40000,1,0,Bachelors,0,0-1 Miles,52,1
40000,1,0,Bachelors,0,0-1 Miles,52,1
40000,1,0,Bachelors,0,0-1 Miles,52,1
40000,1,0,Bachelors,1,0-1 Miles,53,1
40000,1,0,Bachelors,1,0-1 Miles,52,1
40000,1,0,Bachelors,1,0-1 Miles,52,1
30000,4,4,Partial College,1,0-1 Miles,37,0
30000,4,4,Partial College,2,0-1 Miles,37,0
30000,4,4,Partial College,2,0-1 Miles,36,0
30000,5,5,Partial College,3,0-1 Miles,38,0
30000,0,0,Partial College,1,2-5 Miles,38,0
30000,0,0,Partial College,1,0-1 Miles,37,0
30000,0,0,Partial College,1,2-5 Miles,38,0
20000,0,0,High School,1,2-5 Miles,38,0
10000,0,0,Partial High School,2,0-1 Miles,40,0
20000,0,0,High School,1,5-10 Miles,40,0
20000,0,0,High School,1,5-10 Miles,39,0
30000,0,0,Partial College,1,0-1 Miles,39,0
20000,0,0,Partial High School,1,5-10 Miles,40,0
10000,0,0,Partial High School,2,0-1 Miles,41,0
20000,0,0,Partial High School,2,1-2 Miles,41,0
20000,0,0,Partial High School,2,0-1 Miles,41,0
30000,0,0,Partial College,1,2-5 Miles,39,0
30000,0,0,Partial College,1,2-5 Miles,39,1
30000,0,0,Partial College,1,2-5 Miles,40,0
30000,0,0,Partial College,1,0-1 Miles,40,0
30000,0,0,Partial College,1,2-5 Miles,40,0
40000,1,1,Bachelors,0,1-2 Miles,39,1
20000,0,0,Partial High School,2,0-1 Miles,42,0
30000,0,0,Partial College,1,0-1 Miles,41,0
30000,0,0,Partial College,1,2-5 Miles,41,0
20000,0,0,Partial High School,2,0-1 Miles,35,0
20000,0,0,Partial High School,2,0-1 Miles,34,0
20000,0,0,Partial High School,2,0-1 Miles,35,0
20000,0,0,Partial High School,2,1-2 Miles,34,0
70000,1,0,Partial College,1,0-1 Miles,53,1
70000,1,0,Partial College,1,2-5 Miles,53,1
40000,4,3,High School,3,5-10 Miles,53,0
40000,4,3,High School,3,10+ Miles,54,1
40000,4,3,High School,3,5-10 Miles,54,0
60000,1,0,Partial College,1,2-5 Miles,54,1
60000,1,0,Partial College,1,0-1 Miles,54,1
40000,0,0,Bachelors,1,0-1 Miles,55,0
60000,1,0,Partial College,1,0-1 Miles,55,1
60000,1,0,Partial College,1,2-5 Miles,55,1
50000,0,0,Partial College,1,2-5 Miles,48,1
50000,0,0,Partial College,1,2-5 Miles,47,1
60000,0,0,Graduate Degree,1,0-1 Miles,47,1
60000,0,0,Graduate Degree,1,2-5 Miles,47,1
60000,0,0,Graduate Degree,1,0-1 Miles,48,1
60000,0,0,Graduate Degree,1,0-1 Miles,48,1
50000,1,0,Graduate Degree,1,0-1 Miles,87,0
60000,1,0,Partial College,1,2-5 Miles,55,1
60000,1,0,Partial College,1,0-1 Miles,55,1
60000,5,4,Bachelors,1,0-1 Miles,56,0
60000,4,3,Bachelors,1,2-5 Miles,56,0
70000,5,5,Graduate Degree,3,10+ Miles,56,0
80000,3,0,Graduate Degree,0,0-1 Miles,55,1
60000,1,0,Bachelors,1,2-5 Miles,57,1
60000,1,0,Bachelors,1,2-5 Miles,56,1
70000,5,4,Graduate Degree,1,2-5 Miles,57,0
70000,5,4,Graduate Degree,2,2-5 Miles,57,0
80000,4,4,Graduate Degree,0,0-1 Miles,46,1
90000,1,0,Graduate Degree,0,0-1 Miles,46,1
90000,2,0,Graduate Degree,0,0-1 Miles,45,1
80000,4,4,Graduate Degree,1,0-1 Miles,45,1
90000,2,0,Bachelors,0,2-5 Miles,45,1
70000,5,5,Bachelors,3,10+ Miles,46,0
70000,5,5,Bachelors,3,10+ Miles,47,0
70000,5,5,Bachelors,3,10+ Miles,47,0
70000,5,5,Bachelors,3,10+ Miles,47,1
70000,5,5,Bachelors,3,10+ Miles,48,0
80000,5,5,Graduate Degree,2,0-1 Miles,48,0
80000,5,5,Graduate Degree,2,0-1 Miles,48,0
80000,5,5,Graduate Degree,2,0-1 Miles,48,0
80000,5,5,Bachelors,3,0-1 Miles,49,0
80000,5,5,Bachelors,3,0-1 Miles,49,1
60000,2,2,Bachelors,1,0-1 Miles,50,1
60000,3,3,Bachelors,1,2-5 Miles,49,0
60000,3,3,Bachelors,1,5-10 Miles,49,0
70000,5,5,Bachelors,4,10+ Miles,46,1
70000,0,0,Bachelors,1,5-10 Miles,47,0
80000,5,5,Bachelors,4,1-2 Miles,47,0
70000,0,0,Bachelors,1,5-10 Miles,50,0
60000,3,3,Bachelors,2,0-1 Miles,50,0
60000,4,4,Bachelors,2,5-10 Miles,51,0
60000,3,2,Bachelors,2,5-10 Miles,51,1
70000,0,0,Bachelors,1,5-10 Miles,52,0
60000,1,0,Bachelors,1,0-1 Miles,53,1
60000,1,0,Bachelors,1,5-10 Miles,53,1
60000,1,0,Bachelors,1,5-10 Miles,53,1
60000,1,0,Bachelors,1,0-1 Miles,53,1
60000,1,0,Bachelors,1,0-1 Miles,53,1
60000,1,0,Partial College,1,5-10 Miles,54,0
60000,1,0,Bachelors,1,5-10 Miles,54,1
60000,1,0,Bachelors,1,5-10 Miles,54,0
60000,1,0,Partial College,1,5-10 Miles,54,1
60000,1,0,Partial College,1,5-10 Miles,54,1
80000,3,0,Graduate Degree,1,1-2 Miles,86,1
100000,0,0,Graduate Degree,1,2-5 Miles,49,1
100000,0,0,Graduate Degree,1,2-5 Miles,48,1
100000,0,0,Bachelors,1,5-10 Miles,49,0
110000,0,0,Graduate Degree,2,1-2 Miles,49,1
60000,1,0,Partial College,1,5-10 Miles,55,1
60000,1,0,Partial College,1,5-10 Miles,55,0
30000,2,0,Partial College,2,5-10 Miles,83,0
70000,0,0,Bachelors,1,5-10 Miles,50,0
80000,5,5,Bachelors,4,1-2 Miles,50,0
70000,0,0,Bachelors,1,5-10 Miles,51,1
70000,0,0,Bachelors,1,5-10 Miles,50,0
70000,0,0,Bachelors,1,5-10 Miles,50,0
70000,0,0,Bachelors,1,5-10 Miles,51,1
70000,0,0,Bachelors,1,5-10 Miles,51,1
80000,4,0,Bachelors,1,1-2 Miles,51,1
90000,1,0,Bachelors,1,2-5 Miles,55,1
70000,0,0,Bachelors,1,5-10 Miles,52,1
70000,0,0,Bachelors,1,5-10 Miles,52,1
70000,5,4,Partial College,2,5-10 Miles,53,0
60000,1,0,Partial College,1,5-10 Miles,54,0
60000,1,0,Partial College,1,0-1 Miles,53,1
70000,5,4,Partial College,3,10+ Miles,53,0
90000,2,0,Bachelors,1,1-2 Miles,57,0
90000,2,0,Bachelors,1,2-5 Miles,56,1
80000,1,0,Partial College,1,0-1 Miles,59,1
30000,2,0,Partial College,2,5-10 Miles,61,0
40000,2,0,Bachelors,1,5-10 Miles,62,1
40000,2,0,Bachelors,1,5-10 Miles,61,1
40000,2,0,Bachelors,1,0-1 Miles,62,1
40000,2,0,Bachelors,1,0-1 Miles,62,1
10000,2,1,High School,2,5-10 Miles,66,0
30000,0,0,High School,2,0-1 Miles,39,0
30000,0,0,High School,2,5-10 Miles,39,0
40000,0,0,High School,1,0-1 Miles,39,1
40000,0,0,High School,1,5-10 Miles,40,0
30000,0,0,High School,2,5-10 Miles,35,0
30000,0,0,High School,2,0-1 Miles,34,0
30000,2,0,Partial College,2,0-1 Miles,77,0
30000,0,0,Partial High School,2,5-10 Miles,36,0
30000,0,0,Partial High School,2,5-10 Miles,36,0
30000,0,0,Partial High School,2,5-10 Miles,37,0
40000,0,0,High School,2,0-1 Miles,36,0
40000,0,0,High School,2,5-10 Miles,37,0
40000,0,0,High School,2,0-1 Miles,37,0
40000,0,0,High School,2,0-1 Miles,37,1
40000,0,0,High School,2,5-10 Miles,36,0
40000,2,0,Bachelors,2,5-10 Miles,77,0
40000,0,0,High School,2,0-1 Miles,38,0
40000,0,0,High School,2,5-10 Miles,37,0
30000,0,0,Partial High School,2,5-10 Miles,35,0
30000,0,0,Partial High School,2,5-10 Miles,36,0
40000,0,0,High School,2,0-1 Miles,35,1
30000,2,0,Partial College,2,5-10 Miles,75,0
60000,2,0,Graduate Degree,1,0-1 Miles,76,0
40000,2,0,Bachelors,2,0-1 Miles,73,1
40000,2,0,Bachelors,2,0-1 Miles,74,1
40000,2,0,Bachelors,2,5-10 Miles,71,1
60000,2,0,Graduate Degree,1,5-10 Miles,72,1
40000,0,0,High School,2,5-10 Miles,39,0
40000,0,0,Partial College,1,5-10 Miles,39,0
40000,0,0,Partial College,1,1-2 Miles,39,0
40000,0,0,Partial College,1,5-10 Miles,40,0
60000,0,0,Partial College,1,5-10 Miles,42,1
70000,0,0,Partial College,2,5-10 Miles,43,1
80000,0,0,Bachelors,1,1-2 Miles,43,1
80000,0,0,Bachelors,1,1-2 Miles,47,1
80000,0,0,Bachelors,1,1-2 Miles,47,1
90000,4,4,Bachelors,1,1-2 Miles,47,1
110000,0,1,Graduate Degree,0,5-10 Miles,47,0
120000,0,1,Bachelors,2,0-1 Miles,48,1
90000,4,4,Bachelors,1,1-2 Miles,46,1
100000,2,0,Bachelors,3,1-2 Miles,47,0
60000,0,0,Partial College,1,5-10 Miles,36,1
60000,0,0,Partial College,1,5-10 Miles,35,1
40000,0,0,High School,2,5-10 Miles,37,0
40000,0,0,Partial High School,2,5-10 Miles,37,0
40000,0,0,Partial High School,2,5-10 Miles,37,0
10000,2,1,Partial High School,2,5-10 Miles,68,0
40000,0,0,Partial College,1,1-2 Miles,36,0
60000,0,0,Partial College,2,1-2 Miles,37,1
60000,0,0,Partial College,2,5-10 Miles,37,1
20000,4,0,High School,2,5-10 Miles,70,0
50000,1,1,Graduate Degree,0,0-1 Miles,45,1
90000,0,0,Partial College,1,10+ Miles,51,0
100000,0,2,Partial College,2,5-10 Miles,52,0
110000,4,2,Bachelors,4,5-10 Miles,51,0
130000,3,2,Bachelors,4,1-2 Miles,52,0
90000,4,3,Partial College,0,5-10 Miles,53,1
100000,1,2,Partial College,3,1-2 Miles,53,0
100000,1,2,Partial College,3,5-10 Miles,52,1
100000,1,2,Partial College,4,1-2 Miles,53,0
120000,1,3,Partial College,4,5-10 Miles,53,1
130000,1,2,Bachelors,4,0-1 Miles,53,0
70000,5,4,Partial College,3,5-10 Miles,53,0
80000,5,4,Partial College,3,1-2 Miles,53,0
90000,4,3,High School,1,5-10 Miles,54,1
90000,4,3,High School,1,1-2 Miles,54,0
90000,4,3,High School,1,5-10 Miles,54,0
130000,1,3,Bachelors,1,0-1 Miles,54,1
80000,2,0,Partial High School,2,1-2 Miles,60,0
80000,2,0,Partial High School,2,5-10 Miles,60,0
60000,2,0,High School,2,5-10 Miles,60,0
60000,2,0,High School,2,5-10 Miles,60,0
60000,2,0,High School,2,1-2 Miles,60,1
60000,2,0,High School,2,5-10 Miles,60,0
70000,4,3,High School,0,1-2 Miles,60,0
70000,4,3,High School,0,5-10 Miles,60,0
80000,3,2,Partial College,1,1-2 Miles,60,1
90000,2,1,High School,1,10+ Miles,59,1
90000,2,1,High School,1,10+ Miles,59,1
50000,2,0,Graduate Degree,2,1-2 Miles,80,0
70000,4,0,Graduate Degree,2,1-2 Miles,80,1
60000,2,0,Graduate Degree,2,1-2 Miles,79,0
70000,4,0,Graduate Degree,2,1-2 Miles,79,1
130000,2,3,Graduate Degree,3,2-5 Miles,79,0
130000,2,3,Graduate Degree,3,0-1 Miles,78,0
80000,5,4,Partial College,3,1-2 Miles,55,0
90000,4,3,High School,2,5-10 Miles,55,0
90000,4,3,High School,2,5-10 Miles,55,0
90000,4,3,High School,3,1-2 Miles,54,0
90000,4,3,High School,3,1-2 Miles,55,0
100000,3,2,Partial College,4,5-10 Miles,54,1
110000,5,3,Partial College,4,2-5 Miles,55,0
120000,1,3,High School,4,2-5 Miles,55,0
160000,1,3,Partial College,3,2-5 Miles,55,1
170000,1,1,Bachelors,3,0-1 Miles,55,1
70000,2,0,Partial High School,2,1-2 Miles,61,0
60000,2,0,Partial High School,2,5-10 Miles,61,1
60000,2,0,Partial High School,2,5-10 Miles,60,1
60000,2,0,Partial High School,2,5-10 Miles,61,1
60000,2,0,Partial High School,2,1-2 Miles,60,1
70000,3,0,Graduate Degree,2,5-10 Miles,62,1
70000,3,0,Graduate Degree,2,5-10 Miles,61,1
70000,3,0,Graduate Degree,2,5-10 Miles,62,1
60000,3,0,Graduate Degree,2,5-10 Miles,61,1
40000,3,0,Partial College,2,5-10 Miles,62,0
40000,3,0,Partial College,2,5-10 Miles,62,0
60000,3,0,Graduate Degree,2,1-2 Miles,78,0
60000,3,0,Graduate Degree,2,10+ Miles,78,0
60000,3,0,Graduate Degree,2,1-2 Miles,76,0
70000,5,0,Graduate Degree,2,1-2 Miles,76,1
70000,5,0,Graduate Degree,2,10+ Miles,77,1
70000,5,0,Graduate Degree,2,1-2 Miles,77,1
80000,4,0,Graduate Degree,2,5-10 Miles,77,0
60000,3,0,Graduate Degree,2,1-2 Miles,76,0
60000,3,0,Graduate Degree,2,10+ Miles,76,0
70000,5,0,Graduate Degree,2,1-2 Miles,75,1
70000,5,0,Graduate Degree,2,1-2 Miles,75,1
70000,5,0,Graduate Degree,2,10+ Miles,75,0
70000,5,0,Graduate Degree,2,10+ Miles,75,0
50000,4,0,Bachelors,2,1-2 Miles,74,1
50000,4,0,Bachelors,2,10+ Miles,74,0
60000,3,0,Graduate Degree,2,10+ Miles,73,1
60000,3,0,Graduate Degree,2,10+ Miles,74,1
60000,3,0,Graduate Degree,2,10+ Miles,73,1
60000,3,0,Graduate Degree,2,10+ Miles,74,1
70000,5,0,Graduate Degree,2,10+ Miles,74,0
30000,2,0,Partial College,2,1-2 Miles,69,1
20000,4,0,High School,2,5-10 Miles,67,0
30000,2,0,Partial College,2,1-2 Miles,68,1
30000,2,0,Partial College,2,5-10 Miles,67,0
10000,2,1,Partial High School,2,1-2 Miles,67,0
40000,0,0,Partial High School,2,5-10 Miles,38,0
10000,2,1,Partial High School,2,5-10 Miles,67,0
10000,2,1,Partial High School,2,5-10 Miles,66,0
20000,2,1,Partial High School,2,5-10 Miles,67,0
60000,0,0,Partial College,2,5-10 Miles,37,0
70000,0,0,Partial College,2,5-10 Miles,38,1
20000,2,1,Partial High School,2,1-2 Miles,66,0
20000,2,1,Partial High School,2,5-10 Miles,66,0
20000,2,1,Partial High School,2,5-10 Miles,66,0
20000,2,1,Partial High School,2,1-2 Miles,66,0
20000,2,1,Partial High School,2,5-10 Miles,65,0
20000,2,1,Partial High School,2,5-10 Miles,66,0
20000,2,1,Partial High School,2,1-2 Miles,65,0
20000,2,1,Partial High School,2,5-10 Miles,65,0
20000,2,1,Partial High School,2,5-10 Miles,64,0
30000,3,0,Partial College,2,1-2 Miles,65,1
30000,3,0,Partial College,2,1-2 Miles,65,1
30000,3,0,Partial College,2,5-10 Miles,65,0
30000,3,0,Partial College,2,5-10 Miles,65,0
20000,2,1,Partial High School,2,1-2 Miles,64,0
30000,3,0,High School,2,1-2 Miles,63,1
30000,0,0,Partial College,2,5-10 Miles,35,1
30000,0,0,Partial College,2,5-10 Miles,35,1
30000,3,0,High School,2,5-10 Miles,63,1
80000,0,0,Bachelors,1,0-1 Miles,36,1
30000,3,0,High School,2,1-2 Miles,62,1
